序号,经度,纬度
145,113.956815700000007,23.071792290000001
146,113.932644999999994,22.922756480000000
147,113.922080899999997,22.943003220000001
148,113.915826800000005,22.959702499999999
149,113.915251100000006,22.955084270000000
150,113.876339799999997,23.118100640000002
151,113.861533699999995,22.906854339999999
152,113.820654000000005,23.064444000000002
153,113.816985500000001,22.996244740000002
154,113.814958599999997,22.813771079999999
155,113.810852499999996,23.066850649999999
156,113.800826200000003,23.048628720000000
157,113.778212199999999,23.004751850000002
158,113.770937200000006,23.012786129999999
159,113.766095100000001,22.996015340000000
160,113.762157000000002,22.832611010000001
161,113.750041999999993,23.024269000000000
162,113.749245900000005,23.021230039999999
163,113.748095199999995,23.009028210000000
164,113.734223000000000,22.974193209999999
165,113.733038399999998,23.095729819999999
166,113.723751199999995,23.064929870000000
167,113.711011299999996,22.773852739999999
168,113.702307700000006,22.829839570000001
169,113.689668100000006,22.842708970000000
170,113.684033900000003,22.820017570000001
171,113.678758799999997,22.827305740000000
172,113.678090699999998,22.836309150000002
173,114.072659999999999,22.998750009999998
174,114.062196000000000,23.053794010000001
175,114.020852300000001,23.072284159999999
176,114.019440299999999,23.074312809999999
177,114.004081799999994,23.028964970000001
178,114.000716600000004,22.976883210000000
179,113.981382699999997,22.958910060000001
180,113.938988899999998,22.947134999999999
181,113.934099799999998,22.949848090000000
182,113.916086800000002,22.955919170000001
183,113.912271200000006,22.987850389999998
184,113.911697500000002,22.983905329999999
185,113.876142000000002,23.115105000000000
186,113.860563700000000,22.908769809999999
187,113.848770000000002,23.016475530000001
188,113.840482699999995,23.113577459999998
189,113.832172000000000,23.117768009999999
190,113.825153799999995,23.119539020000001
191,113.821990000000000,23.114559549999999
192,113.818423999999993,23.063825999999999
193,113.795149800000004,23.040519620000001
194,113.789115899999999,23.041994590000002
195,113.785351000000006,23.044437179999999
196,113.768310099999994,23.014959019999999
197,113.764870500000001,22.997893560000001
198,113.751247699999993,23.054860949999998
199,113.736238499999999,23.125913369999999
200,113.724582999999996,22.839307999999999
201,113.716168400000001,23.041368779999999
202,113.713777100000001,22.792949570000001
203,113.672271400000000,22.938017030000001
204,113.665423899999993,22.935274419999999
205,114.071610500000006,23.030939180000001
206,114.068849999999998,23.076353260000001
207,114.039956000000004,23.079421010000001
208,114.036787200000006,22.971367130000001
209,114.006972500000003,22.983102280000001
210,114.000459699999993,22.981176840000000
211,113.998932999999994,22.993072009999999
212,113.974986999999999,23.049645970000000
213,113.972774000000001,23.038482009999999
214,113.954393100000004,23.046735320000000
215,113.950164900000004,22.952253490000000
216,113.924886400000005,22.893282610000000
217,113.907489999999996,23.001344000000000
218,113.888011100000000,22.992805539999999
219,113.886999700000004,23.116156770000000
220,113.875703500000000,23.072287740000000
221,113.860567900000007,23.114893920000000
222,113.853894400000001,23.114186860000000
223,113.851024300000006,22.914369460000000
224,113.834621600000006,23.117347920000000
225,113.813081900000000,22.808702810000000
226,113.800905599999993,22.944207810000002
227,113.788098399999996,22.798652400000002
228,113.778059299999995,22.965992000000000
229,113.777322299999994,23.035331119999999
230,113.769100199999997,23.038952850000001
231,113.765844799999996,22.945802390000001
232,113.750154600000002,22.912156840000002
233,113.712494399999997,22.997325979999999
234,113.693913199999997,22.836417449999999
235,113.692684000000000,22.799717000000001
236,113.686680999999993,22.841581000000001
237,113.684834199999997,22.824761039999999
238,113.684260199999997,22.824889370000001
239,113.683721199999994,22.820996149999999
240,113.680844399999998,22.833351470000000
241,113.676651800000002,22.818549600000001
242,113.669777999999994,22.923653000000002
243,114.092596999999998,23.040747000000000
244,114.060740199999998,22.985738720000001
245,113.995717600000006,23.035938580000000
246,113.993723099999997,23.032081819999998
247,113.963332899999997,22.917176649999998
248,113.909014499999998,22.991629280000002
249,113.880828800000003,22.997887670000001
250,113.858025699999999,23.112738440000001
251,113.848214600000006,22.914285329999998
252,113.835983600000006,23.062982519999998
253,113.820251600000006,23.030821180000000
254,113.806708999999998,22.808145220000000
255,113.798076399999999,23.045044030000000
256,113.771039799999997,23.048193550000001
257,113.766570299999998,22.996424130000001
258,113.754677000000001,23.030821000000000
259,113.749560200000005,23.035055400000001
260,113.684771999999995,22.824295010000000
261,113.679128700000007,22.835076059999999
262,113.675257900000005,22.883753639999998
263,113.672955000000002,22.965009999999999
264,113.668866600000001,22.936195059999999
265,113.668789000000004,22.896511010000001
266,113.668586599999998,22.862047730000000
267,113.654848999999999,22.938573000000002
268,113.654299699999996,22.819475050000001
269,114.045968999999999,23.080428009999999
270,114.002081599999997,23.070109190000000
271,113.997045000000000,23.019854339999998
272,113.977231799999998,23.018993859999998
273,113.863187800000006,23.114539329999999
274,113.863044099999996,23.104811750000000
275,113.839864000000006,23.015253260000001
276,113.823585300000005,23.117717530000000
277,113.795392600000000,22.795773400000002
278,113.789039700000004,23.042806660000000
279,113.724960899999999,22.818901950000001
280,113.698509999999999,23.035564010000002
281,113.692771300000004,22.831690099999999
282,113.688635599999998,22.818088140000000
283,113.678325999999998,22.834867520000000
284,113.667995000000005,22.818890809999999
285,114.096610999999996,23.018831519999999
286,114.039820599999999,23.060765050000001
287,114.032915000000003,23.054376000000001
288,114.007002000000000,22.914186999999998
289,114.004001400000007,22.971985380000000
290,113.957976299999999,22.989768970000000
291,113.949112499999998,22.951959129999999
292,113.942147300000002,22.950191449999998
293,113.913200000000003,23.043617000000001
294,113.886859599999994,22.991784580000001
295,113.862219499999995,23.103853930000000
296,113.854779600000001,23.115037930000000
297,113.840332700000005,23.009251899999999
298,113.827788200000001,23.114703320000000
299,113.819523000000004,22.805569999999999
300,113.780544000000006,23.053940000000001
301,113.772669600000000,23.013567569999999
302,113.768765599999995,22.784296699999999
303,113.738031100000001,23.012981580000002
304,113.731839699999995,23.062934439999999
305,113.727711999999997,22.850671999999999
306,113.711841800000002,23.013274590000002
307,113.694192700000002,22.832292450000001
308,114.031443999999993,22.972071000000000
309,114.006121600000000,22.973946030000000
310,113.965880700000000,23.072630920000002
311,113.960762000000003,22.957630000000002
312,113.840857799999995,23.023083320000001
313,113.830285200000006,23.113683810000001
314,113.829944999999995,23.112286000000001
315,113.825925699999999,22.813012409999999
316,113.786259000000001,22.773847000000000
317,113.782890600000002,22.800904620000001
318,113.772215000000003,22.785774000000000
319,113.766065600000005,23.012793389999999
320,113.764632599999999,22.996057430000000
321,113.729619999999997,23.020669009999999
322,113.725052500000004,23.048116759999999
323,113.720642699999999,22.789869719999999
324,113.709629899999996,23.011161829999999
325,113.708234000000004,22.982415000000000
326,113.980883100000000,22.955141269999999
327,113.849031800000006,23.112807820000000
328,113.832736100000005,23.062094089999999
329,113.832254399999997,23.118903410000001
330,113.823226000000005,23.116818850000001
331,113.808055199999998,23.026145750000001
332,113.797811999999993,23.067143340000001
333,113.786506500000002,23.058792660000002
334,113.779848700000002,23.035017249999999
335,113.766098499999998,22.782093180000000
336,113.765054199999994,22.800357210000001
337,113.761489999999995,22.799465000000001
338,113.744195500000004,23.023948499999999
339,113.728217299999997,22.996367419999999
340,113.695149499999999,23.050982000000001
341,113.678295500000004,22.957053139999999
342,114.099028899999993,23.019560609999999
343,114.068450600000006,23.025522670000001
344,114.057419199999998,23.012766509999999
345,114.001534100000001,23.056492760000001
346,113.995778000000001,23.008222000000000
347,113.977348000000006,23.019761469999999
348,113.963137900000007,23.045583130000001
349,113.890092800000005,22.960725799999999
350,113.876203700000005,23.117190420000000
351,113.862799499999994,22.906960300000001
352,113.845282999999995,23.014274010000001
353,113.835025500000000,23.042081300000000
354,113.826329299999998,22.806260920000000
355,113.821259600000005,22.992305420000001
356,113.819953499999997,23.110271879999999
357,113.813268899999997,23.064140720000001
358,113.813088199999996,23.064897949999999
359,113.803965199999993,23.056325760000000
360,113.798379600000004,23.035133720000001
361,113.797815299999996,23.045564830000000
362,113.792124999999999,22.805541999999999
363,113.791501999999994,23.045642000000001
364,113.786033000000003,23.059183340000001
365,113.766082400000002,22.800553399999998
366,113.751630100000000,23.019059540000001
367,113.748327599999996,23.020162370000001
368,113.747697700000003,22.785792229999998
369,113.695628499999998,23.050721500000002
370,113.686671799999999,22.815115980000002
371,113.667574900000005,22.858409800000000
372,114.037395599999996,22.963417939999999
373,114.021082899999996,22.985920279999998
374,114.013644799999994,22.976662099999999
375,114.005683599999998,22.978076200000000
376,113.973957499999997,23.051780399999998
377,113.964141999999995,23.048349999999999
378,113.944177600000003,22.937757300000001
379,113.916212999999999,22.961277180000000
380,113.889313000000001,22.988927799999999
381,113.859618800000007,23.092261010000001
382,113.844018399999996,23.013876820000000
383,113.843952000000002,22.808404010000000
384,113.822671999999997,22.811439000000000
385,113.789039399999993,23.048239049999999
386,113.780310200000002,23.031242299999999
387,113.779819200000006,23.031704950000002
388,113.778365399999998,23.032873710000001
389,113.764101100000005,22.996023720000000
390,113.756613799999997,22.795099780000001
391,113.747404700000004,22.785017570000001
392,113.746054999999998,22.979191010000001
393,113.692029399999996,22.833945350000000
394,114.021667100000002,22.972826580000000
395,114.003203799999994,22.975774510000001
396,113.957415999999995,23.085758999999999
397,113.917238499999996,22.956113519999999
398,113.878114400000001,23.114158730000000
399,113.858104900000001,23.113704330000001
400,113.808418099999997,22.808307209999999
401,113.787580599999998,23.051772880000001
402,113.787284900000003,22.791620429999998
403,113.787270300000003,22.793229300000000
404,113.778031999999996,22.793199000000001
405,113.733278700000000,22.974737130000001
406,113.724593499999997,22.832026949999999
407,113.684669600000007,22.820007980000000
408,113.682134800000000,22.820021400000002
409,113.677850500000005,22.821106180000001
410,113.677830099999994,22.962706399999998
411,113.661276599999994,22.880759399999999
412,114.025769299999993,23.011007090000000
413,114.000251399999996,23.032911859999999
414,113.884817100000006,22.873052420000000
415,113.881990500000001,23.112908090000001
416,113.827429800000004,23.115150000000000
417,113.773387999999997,23.041118999999998
418,113.771452999999994,23.044346999999998
419,113.769171000000000,23.037371000000000
420,113.767691499999998,23.011922930000001
421,113.764254199999996,22.997248219999999
422,113.650815199999997,22.941110999999999
423,114.068324000000004,23.024459010000001
424,114.012759700000004,22.978184370000001
425,114.006738999999996,22.912783000000001
426,114.001767999999998,23.056848010000000
427,113.875748700000003,23.055201490000002
428,113.830284000000006,23.040594120000002
429,113.819967899999995,22.811913820000001
430,113.804683800000006,22.810279580000000
431,113.801128399999996,23.048285440000001
432,113.786957599999994,23.053833690000001
433,113.779409299999998,23.034241070000000
434,113.718179699999993,22.993980720000000
435,113.700061399999996,22.940667449999999
436,113.687039700000000,22.818009799999999
437,113.681712300000001,22.832889049999999
438,113.643812999999994,22.917366000000001
439,114.006226999999996,22.912099309999999
440,113.970731799999996,22.924245910000000
441,113.967451299999993,23.088861179999999
442,113.887352699999994,22.992643399999999
443,113.883139099999994,23.116118130000000
444,113.846322999999998,23.114940799999999
445,113.846029599999994,22.982227630000001
446,113.835573999999994,23.062477999999999
447,113.825185899999994,23.122076900000000
448,113.823534300000006,23.116262750000001
449,113.773439600000003,23.061730740000002
450,113.766396000000000,23.056335000000001
451,113.758398600000007,23.027293570000001
452,113.746007199999994,22.783185780000000
453,113.742968899999994,23.025734549999999
454,113.740316500000006,22.796812010000000
455,113.728803200000002,22.818406180000000
456,113.717737700000001,23.036682729999999
457,113.717061900000004,23.034346079999999
458,113.693359999999998,22.810769000000001
459,113.659002900000004,22.939974429999999
460,114.102824799999993,23.022646710000000
461,114.040079300000002,22.964188560000000
462,114.021510500000005,22.992513630000001
463,113.995363999999995,23.029979010000002
464,113.994680399999993,23.005116699999999
465,113.962780199999997,23.045333299999999
466,113.950800700000002,22.951703569999999
467,113.893052200000000,22.997990049999999
468,113.865649199999993,22.911379680000000
469,113.847159700000006,22.984625120000000
470,113.841562600000003,23.041351440000000
471,113.837731899999994,23.038968940000000
472,113.811389000000005,23.124753999999999
473,113.809985600000005,23.100284689999999
474,113.804700699999998,22.802390930000001
475,113.789933800000000,22.789515560000002
476,113.710954500000000,22.936371470000001
477,113.705753999999999,22.970758220000000
478,113.699931699999993,23.036977260000000
479,113.689208800000003,22.843772000000001
480,113.672367600000001,22.940055340000001
481,113.668870499999997,22.938268690000001
482,113.625157000000002,22.859428009999998
483,114.029898299999999,22.960979529999999
484,114.014857300000003,22.983147500000001
485,114.006872999999999,22.982420000000001
486,114.005702400000004,22.971726889999999
487,113.957693000000006,23.085109010000000
488,113.936643500000002,22.939665670000000
489,113.914645899999996,23.041110230000001
490,113.878740500000006,23.115952499999999
491,113.874021600000006,22.870683820000000
492,113.855202399999996,23.093299080000001
493,113.854945299999997,23.112965950000000
494,113.794669999999996,23.039144929999999
495,113.772333300000000,23.040676659999999
496,113.713192699999993,22.935873369999999
497,113.710467300000005,22.849069589999999
498,113.702803000000003,22.973655000000001
499,113.694342000000006,22.840242450000002
500,113.689232000000004,22.945539119999999
501,113.684320400000004,22.965493420000001
502,113.678711800000002,22.958788790000000
503,113.676312400000000,22.948597400000001
504,113.661924200000001,22.949878049999999
505,113.654197600000003,22.912499709999999
506,114.104354900000004,23.022335810000001
507,114.058970299999999,23.016128219999999
508,114.049530000000004,22.986599999999999
509,114.027607099999997,22.962149040000000
510,113.964028799999994,23.032268930000001
511,113.858250200000001,23.111056810000001
512,113.745047700000001,23.019029700000001
513,113.733894800000002,22.972918379999999
514,113.716376999999994,22.939578999999998
515,113.692217900000003,22.837191590000000
516,113.689056699999995,22.965795990000000
517,114.030822599999993,22.988016219999999
518,113.959363800000006,23.085265690000000
519,113.886984200000001,23.113794599999999
520,113.879621000000000,23.126209010000000
521,113.840341199999997,23.114710219999999
522,113.703286300000002,22.773151680000002
523,113.694524900000005,22.864199729999999
524,113.658238400000002,22.836516410000002
525,114.025194700000000,23.069197509999999
526,114.025116800000006,23.073457980000001
527,114.017238399999997,22.993127269999999
528,113.967158800000007,23.088368419999998
529,113.953695900000000,22.994644090000001
530,113.884331299999999,22.958883019999998
531,113.853787400000002,23.111348079999999
532,113.822242599999996,23.110264440000002
533,113.815881000000005,22.805907000000001
534,113.811066299999993,22.800991700000001
535,113.811024300000000,23.119165500000001
536,113.794905000000000,22.798515999999999
537,113.752717599999997,23.027196870000001
538,113.748986000000002,22.803384099999999
539,113.729981300000006,23.087144680000002
540,113.727164799999997,22.996861639999999
541,113.718517100000000,23.021678569999999
542,113.691612000000006,22.816148999999999
543,113.648578000000001,22.940142999999999
544,114.018704000000000,23.075884009999999
545,114.000521000000006,22.989209010000000
546,113.962169000000003,22.989357009999999
547,113.944311299999995,23.006157060000000
548,113.890656199999995,22.986442069999999
549,113.867024200000003,23.105267860000001
550,113.844855300000006,22.990219520000000
551,113.833059800000001,23.066974540000000
552,113.787022300000004,22.781286030000000
553,113.743921000000000,22.800753380000000
554,113.743167200000002,22.802911500000000
555,113.691705999999996,22.842201050000000
556,113.682563999999999,22.817538729999999
557,113.659914999999998,22.823354999999999
558,114.034146199999995,23.057834419999999
559,114.021875800000004,23.071589639999999
560,113.983384999999998,22.989415850000000
561,113.956829999999997,23.084253000000000
562,113.915225300000003,22.961185650000001
563,113.912979899999996,22.955191129999999
564,113.882968500000004,23.118104070000001
565,113.858885000000001,23.050495210000001
566,113.842156099999997,23.026975319999998
567,113.841132599999995,23.053399610000000
568,113.806299400000000,22.811914949999998
569,113.774570199999999,23.044129160000001
570,113.767361500000007,22.781747690000000
571,113.766069099999996,23.100178790000001
572,113.736874499999999,23.013695510000002
573,113.724943800000005,22.993750970000001
574,113.724358899999999,22.839169089999999
575,113.682070800000005,22.817001850000000
576,113.662440799999999,22.962052010000001
577,113.641710799999998,22.849939020000001
578,114.004180199999993,22.979024089999999
579,113.998058299999997,22.959451900000001
580,113.961142300000006,22.908823569999999
581,113.831007999999997,23.040979000000000
582,113.821815700000002,23.022160270000001
583,113.786023400000005,23.044256969999999
584,113.777622399999998,22.786023440000001
585,113.771005400000007,23.011243329999999
586,113.765098600000002,22.980170170000001
587,113.764160899999993,23.100242529999999
588,113.762229800000000,22.799158200000001
589,113.754396499999999,22.784348479999998
590,113.724449699999994,22.994248939999999
591,113.716303999999994,22.834052000000000
592,113.715654400000005,23.038930260000001
593,113.685151000000005,22.812995999999998
594,113.678996499999997,22.959822769999999
595,113.670759300000000,22.912211559999999
596,113.668127100000007,22.889995180000000
597,113.660910200000004,22.934894600000000
598,114.004862000000003,23.029514010000000
599,113.990241600000004,23.019968559999999
600,113.978151999999994,23.016437010000001
601,113.969800000000006,23.091792999999999
602,113.947010000000006,23.036101240000001
603,113.941744700000001,22.951408480000001
604,113.863791599999999,23.114967450000002
605,113.861440500000000,23.113309279999999
606,113.791696900000005,22.946141550000000
607,113.787682300000000,23.050112160000001
608,113.770189999999999,22.781951480000000
609,113.765830699999995,22.980564990000001
610,113.711948599999999,22.937738270000001
611,113.684721900000000,22.815679820000000
612,113.682872399999994,22.821916500000000
613,113.677506500000007,22.915554870000001
614,113.668365499999993,22.936227610000000
615,114.037038400000000,23.078860370000001
616,113.890124799999995,23.113952390000001
617,113.818753700000002,23.060779520000001
618,113.771942899999999,23.043897600000001
619,113.771140200000005,23.012336879999999
620,113.769600999999994,23.061393660000000
621,113.755790500000003,22.785783739999999
622,113.754399899999996,22.996943590000001
623,113.686276000000007,22.818041300000001
624,114.067734299999998,23.075069400000000
625,114.034593500000000,23.014174229999998
626,113.982602000000000,22.955179009999998
627,113.937299199999998,23.027627440000000
628,113.857020899999995,23.114038919999999
629,113.784942999999998,22.773899199999999
630,113.777356999999995,23.037163000000000
631,113.749868800000002,22.803218820000001
632,113.749845600000000,22.842089609999999
633,113.746507199999996,22.782665840000000
634,113.730275300000002,22.991996029999999
635,113.722729000000001,22.831627999999998
636,113.721949199999997,23.067811700000000
637,113.720522000000003,23.045866000000000
638,113.711027299999998,22.937368800000002
639,113.672968499999996,22.883287540000001
640,113.990352700000003,22.974600870000000
641,113.987885700000007,23.022164149999998
642,113.985485600000004,22.972202379999999
643,113.862911900000000,22.908955120000002
644,113.772403699999998,23.003114190000002
645,113.766850300000002,22.996960500000000
646,113.764779500000003,23.099871419999999
647,113.746798299999995,22.775814329999999
648,113.737181199999995,22.830917549999999
649,113.714972700000004,23.078754320000002
650,113.673275200000006,22.939587549999999
651,113.627770999999996,22.833219000000000
652,114.031537200000002,22.959186720000002
653,114.017602600000004,22.994692160000000
654,114.017412300000004,22.991059620000001
655,113.856582000000003,23.117066999999999
656,113.826774200000003,22.810199699999998
657,113.794447800000000,23.039249980000001
658,113.718779999999995,22.795928270000001
659,113.713996199999997,23.034674290000002
660,113.688697599999998,22.815192750000001
661,113.687432099999995,22.824357849999998
662,113.681707799999998,22.825072209999998
663,113.679883899999993,22.834639379999999
664,113.667023599999993,22.942085779999999
665,113.662095899999997,22.948893259999998
666,114.004135599999998,22.981020170000001
667,113.997110000000006,23.030626009999999
668,113.940732999999994,22.952881659999999
669,113.938306900000001,22.941367759999999
670,113.879125200000004,23.113760790000001
671,113.849678100000006,22.916910250000001
672,113.832768700000003,23.063365829999999
673,113.777892399999999,22.828254139999999
674,113.764940400000000,23.057005329999999
675,113.740392000000000,23.044046040000001
676,113.713158399999998,23.038615369999999
677,113.665648000000004,22.935998000000001
678,113.662159000000003,22.948367999999999
679,114.050437799999997,22.985812500000002
680,114.003452999999993,22.986180010000002
681,113.997774100000001,22.971416600000001
682,113.892664699999997,22.990368490000002
683,113.841938999999996,23.022390130000002
684,113.820105999999996,22.992009920000001
685,113.809520500000005,23.111794140000001
686,113.801163599999995,23.039739470000001
687,113.797010299999997,22.777039649999999
688,113.796714600000001,23.030873600000000
689,113.750153499999996,23.018930279999999
690,113.745815699999994,22.822610189999999
691,113.691946500000000,22.834913300000000
692,113.675130999999993,22.900752010000001
693,114.067182399999993,22.954995400000001
694,114.002842299999998,22.968107929999999
695,113.946988399999995,22.956865180000001
696,113.945083900000000,22.950002179999998
697,113.916628799999998,22.961281390000000
698,113.862018899999995,23.113245670000001
699,113.845996400000004,22.990949879999999
700,113.845966899999993,23.113974219999999
701,113.824751500000005,23.116885300000000
702,113.804016500000003,22.802093270000000
703,113.756047699999996,23.058702430000000
704,113.746669699999998,22.781768090000000
705,113.742588799999993,23.016635070000000
706,113.684063499999993,22.840133280000000
707,113.942662499999997,23.007743940000001
708,113.888139899999999,22.990756910000002
709,113.886436099999997,22.872182800000001
710,113.860103400000000,23.111959370000001
711,113.853405199999997,23.092791479999999
712,113.829888699999998,23.026072070000001
713,113.770374799999999,23.050266120000000
714,113.762851400000002,23.015344460000001
715,113.747618799999998,23.015136800000001
716,113.745429000000001,23.084935999999999
717,113.740479800000003,23.057565889999999
718,113.712375800000004,22.774997410000001
719,114.039765700000004,22.962152600000000
720,114.035683899999995,22.966018330000001
721,114.013744599999995,22.956422010000001
722,113.940391899999995,23.004903540000001
723,113.917683699999998,23.055137380000001
724,113.858735899999999,23.119280960000001
725,113.855330100000003,23.116595770000000
726,113.771967399999994,23.048004310000000
727,113.749772800000002,23.074217229999999
728,113.741806199999999,23.007003919999999
729,113.736323999999996,22.775166270000000
730,113.735615899999999,22.985295350000001
731,113.731909900000005,23.084078280000000
732,113.722911800000006,22.998373380000000
733,113.672691599999993,22.809288689999999
734,113.668159700000004,22.835419000000002
735,113.665291499999995,22.910053890000000
736,114.057540000000003,23.027168010000000
737,113.997208400000005,22.961052960000000
738,113.964782499999998,23.025722309999999
739,113.916809099999995,23.055842859999998
740,113.856402000000003,22.930167000000001
741,113.827675999999997,23.025993560000000
742,113.793143000000001,23.040149979999999
743,113.784863400000006,22.952601170000001
744,113.780071800000002,22.967366129999998
745,113.720978000000002,22.823505999999998
746,113.712830600000004,23.070152230000001
747,113.709846600000006,22.935921690000001
748,114.312055999999998,22.777257769999999
749,114.102763999999993,23.025210439999999
750,114.020180400000001,22.986853239999999
751,113.994861000000000,22.982332830000001
752,113.963820200000001,23.027752060000001
753,113.948746000000000,22.949048009999998
754,113.850151900000000,23.014139749999998
755,113.843248299999999,22.991304880000001
756,113.829105200000001,23.113342580000001
757,113.811333000000005,23.111532290000000
758,113.794141999999994,22.780581000000002
759,113.788303999999997,23.095172999999999
760,113.758673000000002,22.803117000000000
761,113.751875799999993,22.792981409999999
762,113.750168900000006,23.101428800000001
763,113.741338999999996,23.060047000000001
764,113.732384999999994,22.823475999999999
765,113.728345399999995,22.989270130000001
766,113.680327100000000,22.827048980000001
767,113.666161000000002,22.889015000000001
768,114.069979599999996,23.021054010000000
769,114.057668699999994,23.002911210000001
770,114.013335999999995,22.918564329999999
771,113.885896900000006,23.116583460000001
772,113.862987399999994,22.906457799999998
773,113.854168799999997,23.114572570000000
774,113.849762200000001,22.915714710000000
775,113.839246599999996,23.014659829999999
776,113.834270799999999,23.041937590000000
